Bear,Sex,Age, Date ,General Location,Capture type,Release Site,Handler,Year
1009,Female,Subadult,8/8/20,"Grouse Crk, BTNF",Research,On site,WYGFD,2020
1009,Female,Subadult,8/12/20,"Skull Crk, BTNF",Research,On site,WYGFD,2020
1009,Female,Subadult,8/20/20,"South Fork sPread Crk, BTNF",Research,On site,WYGFD,2020
1010,Male,Adult,8/8/20,South Fork SPread Crk,Research,On site,WYGFD,2020
819,Male,Adult,8/8/20,"Dry Lake Crk, BTNF",Research,On site,WYGFD,2020
1011,Male,Subadult,8/11/20,"Howard Crk, CTNF",Research,On site,IDFG,2020
1012,Female,Yearling,8/11/20,"Timber Crk, CTNF",Research,On site,IDFG,2020
G270,Male,Yearling,8/11/20,"Timber Crk, CTNF",Research,On site,IDFG,2020
909,Female,Adult,8/12/20,"Timber Crk, CTNF",Research,On site,IDFG,2020
914,Female,Adult,8/14/20,"Bootjack Crk, CTNF",Research,On site,IDFG,2020
1013,Female,Adult,8/14/20,"Timber Crk, CTNF",Research,On site,IDFG,2020
727,Male,Adult,8/15/20,"Howard Crk, CTNF",Research,On site,IDFG,2020
805,Male,Adult,8/15/20,"Dry Lake Crk, BTNF",Research,On site,WYGFD,2020
1014,Female,Subadult,8/16/20,"Buttermilk Crk, Pr-MT",Management,Transported,MTFWP,2020
1014,Female,Subadult,9/1/20,"Denny Crk, Pr-MT",Management,Removed (202025),MTFWP,2020
1015,Male,Subadult,8/16/20,"Buttermilk Crk, Pr-MT",Management,Transported,MTFWP,2020
1015,Male,Subadult,9/1/20,"Denny Crk, Pr-MT",Management,Removed (202026),MTFWP,2020
Unm202015,Female,Adult,8/29/20,"Blaine Crk, Pr-WY",Management,Removed (202023),WYGFD,2020
Unm202016,Female,Subadult,8/30/20,"Blaine Crk, Pr-WY",Management,Removed (202024),WYGFD,2020
Unm202017,Male,Subadult,9/1/20,"South Fork owl Crk, WRIR",Management,Removed (202027),WYGFD,2020
499,Female,Adult,9/2/20,"Raspberry Crk, BTNF",Management,Transported,WYGFD,2020
G271,Male,Subadult,9/2/20,"Raspberry Crk, BTNF",Management,Transported,WYGFD,2020
679,Male,Adult,9/10/20,"Pilgrim Crk, GTNP",Research,On site,IGBST,2020
394,Male,Adult,9/16/20,"Cascade Crk, YNP",Research,On site,IGBST,2020
980,Female,Adult,9/17/20,"Cascade Crk, YNP",Research,On site,IGBST,2020
1016,Male,Adult,9/19/20,"Trout Crk, YNP",Research,On site,IGBST,2020
881,Male,Adult,9/21/20,"Trout Crk, YNP",Research,On site,IGBST,2020
1017,Female,Subadult,9/24/20,"Trout Crk, Pr-WY",Management,Transported,WYGFD,2020
Unm202018,Male,Adult,9/24/20,"Timber Crk, Pr-WY",Management,Removed (202030),WYGFD,2020
G256,Male,Subadult,9/26/20,"Voiney Crk, Pr-MT",Management,Removed (202033),WS/MTFWP,2020
Unm202019,Male,Subadult,9/29/20,"South Fork Shoshone, Pr-WY",Management,Removed (202036),WYGFD,2020
Unm202020,Male,Adult,9/29/20,"Green River, BTNF",Management,Removed (202037),WYGFD,2020
Unm202021,Unknown,Yearling,9/18/20,"Pilgrim Crk, GTNP",Research,On site,IGBST,2020
460,Male,Adult,10/2/20,"Pilgrim Crk, GTNP",Research,On site,IGBST,2020
962,Female,Subadult,10/2/20,"Snake River, GTNP",Research,On site,GTNP,2020
1018,Female,Adult,10/18/20,"Snake River, GTNP",Research,On site,GTNP,2020
Unm202022,Female,Subadult,10/19/20,"Horse Crk, BLM-WY",Management,Removed (202045),WYGFD,2020
1019,Male,Subadult,10/30/20,"Snake River, GTNP",Research,On site,GTNP,2020
Unm202023,Male,Adult,11/4/20,"Pat O'Hara Crk, Pr-WY",Management,Removed (202048),WYGFD,2020
697,Male,Adult,3/31/19,"South Fork Shoshone, Pr-WY",Management,Removed (201901),WYGFD,2019
944,Male,Subadult,4/16/19,"Carter Crk, Pr-WY",Management,Removed (201904),WYGFD,2019
G247,Male,Subadult,5/10/19,"Pat O'Hara Crk, Pr-WY",Management,Removed (201907),WYGFD,2019
Unm201901,Male,Subadult,5/11/19,"Carter Crk, Pr-WY",Management,Removed (201908),WYGFD,2019
735,Female,Adult,5/15/19,"Blacktail Deer Crk, YNP",Research,On site,IGBST,2019
735,Female,Adult,10/30/19,"Bear Crk, Pr-MT",Management,Removed (201938),WS/MTFWP,2019
958,Male,Adult,5/19/19,"Ghost Crk, Pr-WY",Management,Transported,WYGFD,2019
480,Male,Adult,5/19/19,"Antelope Crk, YNP",Research,On site,IGBST,2019
480,Male,Adult,9/6/19,"Bridge Crk, YNP",Research,On site,IGBST,2019
Unm201902,Unk,Subadult,5/25/19,"Pilgrim Crk, GTNP",Research,On site,IGBST/GTNP,2019
Unm201903,Male,Subadult,5/25/19,"Pilgrim Crk, GTNP",Research,On site,IGBST/GTNP,2019
810,Male,Adult,5/27/19,"Snake River, GTNP",Research,On site,IGBST/GTNP,2019
810,Male,Adult,5/30/19,"Snake River, GTNP",Research,On site,IGBST/GTNP,2019
810,Male,Adult,6/12/19,"Pilgrim Crk, GTNP",Research,On site,IGBST/GTNP,2019
960,Male,Subadult,5/30/19,"Timber Crk, SNF",Research,On site,WYGFD,2019
960,Male,Subadult,6/1/19,"Francs Fork, SNF",Research,On site,WYGFD,2019
959,Male,Adult,5/31/19,"Pilgrim Crk, GTNP",Research,On site,IGBST/GTNP,2019
959,Male,Adult,6/9/19,"Pilgrim Crk, GTNP",Research,On site,IGBST/GTNP,2019
G253,Male,Subadult,6/4/19,"Greybull River, Pr-WY",Research,On site,WYGFD,2019
394,Male,Adult,6/5/19,"Antelope Crk, YNP",Research,On site,IGBST,2019
961,Female,Adult,6/7/19,"Greybull River, Pr-WY",Research,On site,WYGFD,2019
962,Female,Subadult,6/8/19,"Snake River, GTNP",Research,On site,IGBST/GTNP,2019
962,Female,Subadult,10/18/19,"Pilgrim Crk, GTNP",Research,On site,GTNP,2019
G254,Male,Subadult,6/8/19,"Francs Fork, SNF",Research,On site,WYGFD,2019
G254,Male,Subadult,6/11/19,"West Fork Timber Crk, SNF",Research,On site,WYGFD,2019
963,Male,Adult,6/11/19,"Francs Fork, SNF",Research,On site,WYGFD,2019
926,Female,Subadult,6/12/19,"Snake River, GTNP",Research,On site,IGBST/GTNP,2019
964,Female,Subadult,6/12/19,"Snake River, GTNP",Research,On site,IGBST/GTNP,2019
964,Female,Subadult,9/30/19,"Snake River, Pr-WY",Management,Transported,WYGFD,2019
G255,Male,Adult,6/13/19,"Timber Crk, SNF",Research,On site,WYGFD,2019
Unm201904,Male,Adult,6/17/19,"Marquette Crk, Pr-WY",Management,Removed (201911),WYGFD,2019
965,Female,Adult,6/17/19,"Four Bears Crk, BLM",Research,On site,WYGFD,2019
G256,Male,Yearling,6/19/19,"Bear Crk, Pr-MT",Management,On site,WS,2019
966,Female,Subadult,6/20/19,"Francs Fork, SNF",Research,On site,WYGFD,2019
967,Male,Adult,6/20/19,"Four Bears Crk, SNF",Research,On site,WYGFD,2019
862,Male,Adult,6/23/19,"Flat Mountain Crk, YNP",Research,On site,IGBST,2019
816,Male,Adult,6/25/19,"Long Crk, SNF",Management,Removed (201912),WYGFD,2019
968,Male,Adult,6/30/19,"Bear Crk, Pr-MT",Management,Transported,WS/MTFWP,2019
968,Male,Adult,9/2/19,"Rock Crk, Pr-MT",Management,Removed (201922),WS/MTFWP,2019
883,Female,Adult,7/3/19,"Flat Mountain Crk, YNP",Research,On site,IGBST,2019
975,Male,Subadult,7/6/19,"Henrys Fork, CTNF",Research,On site,IDFG,2019
975,Male,Subadult,8/17/19,"Bear Crk, CTNF",Research,On site,IDFG,2019
706,Female,Adult,7/8/19,"Henrys Fork, CTNF",Research,On site,IDFG,2019
706,Female,Adult,8/20/19,"Bear Crk, CTNF",Research,On site,IDFG,2019
G258,Male,Subadult,7/9/19,"Henrys Fork, CTNF",Research,On site,IDFG,2019
935,Male,Subadult,7/14/19,"Henrys Fork, CTNF",Research,On site,IDFG,2019
935,Male,Subadult,8/18/19,"Bear Crk, CTNF",Research,On site,IDFG,2019
653,Male,Adult,7/16/19,"Henrys Fork, CTNF",Research,On site,IDFG,2019
G259,Male,Subadult,7/19/19,"Middle Fork Owl Crk, Pr-WY",Management,Removed (201913),WYGFD,2019
G229,Male,Adult,7/21/19,"Wagon Crk, BTNF",Management,Removed (201914),WYGFD,2019
G260,Male,Subadult,7/21/19,"Wagon Crk, BTNF",Management,Transported,WYGFD,2019
913,Female,Adult,7/24/19,"Wyoming Crk, CTNF",Research,On site,IDFG,2019
G261,Male,Adult,7/25/19,"Bridge Crk, YNP",Research,On site,IGBST,2019
969,Female,Adult,7/25/19,"Arnica Crk, YNP",Research,On site,IGBST,2019
969,Female,Adult,8/25/19,"Arnica Crk, YNP",Research,On site,IGBST,2019
970,Male,Adult,7/26/19,"Arnica Crk, YNP",Research,On site,IGBST,2019
971,Male,Adult,7/27/19,"Wyoming Crk, CTNF",Research,On site,IDFG,2019
971,Male,Adult,8/24/19,"Bear Crk, CTNF",Research,On site,IDFG,2019
972,Male,Adult,7/28/19,"Sheridan Crk, SNF",Management,Transported,WYGFD,2019
419,Male,Adult,7/29/19,"Bootjack Crk, CTNF",Research,On site,IDFG,2019
973,Female,Subadult,8/1/19,"Fish Crk, BTNF",Management,Transported,WYGFD,2019
973,Female,Subadult,10/22/19,"North Fork Shoshone, Pr-WY",Management,Removed (201934),WYGFD,2019
Unm201905,Male,Adult,8/8/19,"Green River, BTNF",Management,Removed (201915),WYGFD,2019
974,Female,Subadult,8/8/19,"Owl Crk, Pr-WY",Management,Transported,WYGFD,2019
G262,Male,Subadult,8/12/19,"Wagon Crk, BTNF",Management,Transported,WYGFD,2019
G245,Male,Subadult,8/18/19,"Jesse Crk, CTNF",Research,On site,IDFG,2019
976,Female,Adult,8/21/19,"Slip and Slide Crk, CGNF",Research,On site,IGBST,2019
Unm201906,Female,Adult,8/24/19,"Skull Crk, ST-WY",Management,Removed (201916),WYGFD,2019
Unm201907,Female,Cub,8/24/19,"Skull Crk, ST-WY",Management,Removed (201917),WYGFD,2019
Unm201908,Male,Cub,8/24/19,"Skull Crk, ST-WY",Management,Removed (201918),WYGFD,2019
977,Female,Adult,8/24/19,"Trout Crk, SNF",Management,Transported,WYGFD,2019
637,Male,Adult,8/24/19,"Trout Crk, SNF",Management,Removed (201919),WYGFD,2019
481,Female,Adult,8/25/19,"Arnica Crk, YNP",Research,On site,IGBST,2019
792,Male,Adult,8/27/19,"Wagon Crk, BTNF",Management,Removed (201920),WYGFD,2019
589,Male,Adult,8/27/19,"Arnica Crk, YNP",Research,On site,IGBST,2019
G214,Female,Subadult,8/28/19,"Greybull River, Pr-WY",Management,Removed (201921),WYGFD,2019
978,Male,Subadult,8/29/19,"Fish Crk, BTNF",Management,Transported,WYGFD,2019
695,Male,Adult,9/11/19,"Gibbon River, YNP",Research,On site,IGBST,2019
979,Female,Subadult,9/13/19,"Gypsum Crk, BTNF",Management,Transported,WYGFD,2019
Unm201909,Unk,Subadult,9/13/19,"Gibbon River, YNP",Research,On site,IGBST,2019
980,Female,Adult,9/15/19,"Gibbon River, YNP",Research,On site,IGBST,2019
981,Female,Subadult,9/15/19,"Gibbon River, YNP",Research,On site,IGBST,2019
G236,Male,Adult,9/19/19,"Clarks Fork River, Pr-WY",Management,Removed (201924),WYGFD,2019
982,Male,Subadult,9/20/19,"Meadow Crk, Pr-WY",Management,Transported,WYGFD,2019
828,Male,Adult,9/21/19,"West Fork Madison, BDNF",Management,Removed (201925),WS,2019
983,Male,Adult,9/21/19,"Crandall Crk, Pr-WY",Management,Transported,WYGFD,2019
984,Male,Yearling,9/22/19,"Dry Crk, Pr-WY",Management,Transported,WYGFD,2019
985,Male,Adult,9/25/19,"Snake River, GTNP",Research,On site,GTNP,2019
985,Male,Adult,10/11/19,"Snake River, GTNP",Research,On site,GTNP,2019
G263,Male,Yearling,9/26/19,"sPring Crk, BLM-WY",Management,Transported,WYGFD,2019
Unm201910,Male,Subadult,9/30/19,"Grinnell Crk, SNF",Management,Mortality (201930),WYGFD,2019
834,Male,Adult,10/1/19,"Jim Crk, Pr-WY",Management,Transported,WYGFD,2019
986,Female,Adult,10/2/19,"Stephens Crk, YNP",Research,On site,IGBST,2019
812,Male,Adult,10/2/19,"Stephens Crk, YNP",Research,On site,IGBST,2019
804,Male,Adult,10/4/19,"Antelope Crk, YNP",Research,On site,IGBST,2019
934,Male,Adult,10/8/19,"Pilgrim Crk, GTNP",Research,On site,GTNP,2019
668,Male,Adult,10/13/19,"Belknap Crk, Pr-WY",Management,Removed (201932),WYGFD,2019
Unm201911,Unk,Cub,10/15/19,"Snake River, GTNP",Research,On site,GTNP,2019
649,Male,Adult,4/10/18,"Rawhide Crk, Pr-WY",Management,Removed (201801),WYGFD,2018
921,Male,Subadult,4/24/18,"Bull Crk, Pr-WY",Management,Transported,WYGFD,2018
921,Male,Subadult,9/1/18,"South Fork Shoshone, Pr-WY",Management,Removed (201836),WYGFD,2018
Unm1,Male,Adult,4/29/18,"Pat O'Hara, Pr-WY",Management,Removed (201802),WYGFD,2018
Unm2,Male,Adult,5/8/18,"Clarks Fork Yellowstone, SNF",Management,Removed (201803),WYGFD,2018
Unm3,Male,Adult,5/9/18,"Green Crk, Pr-WY",Management,Removed (201804),WYGFD,2018
922,Male,Adult,5/25/18,"Pacific Crk, GTNP",Research,On site,IGBST/GTNP,2018
G234,Male,Subadult,5/29/18,"Pacific Crk, GTNP",Research,On site,IGBST,2018
Unm4,Female,Subadult,5/30/18,"Blaine Crk, BLM-WY",Management,Removed (201813),WYGFD,2018
G235,Male,Subadult,5/30/18,"Cottonwood Crk, Pr-WY",Management,Transported,WYGFD,2018
363,Male,Adult,6/7/18,"Pacific Crk, GTNP",Research,On site,IGBST/GTNP,2018
810,Male,Adult,6/7/18,"Snake River, GTNP",Research,On site,IGBST/GTNP,2018
810,Male,Adult,6/9/18,"sPread Crk, GTNP",Research,On site,IGBST/GTNP,2018
810,Male,Adult,6/15/18,"Pacific Crk, GTNP",Research,On site,IGBST/GTNP,2018
923,Male,Adult,6/10/18,"Pacific Crk, GTNP",Research,On site,IGBST/GTNP,2018
924,Female,Subadult,6/13/18,"Pacific Crk, GTNP",Research,On site,IGBST/GTNP,2018
925,Male,Adult,6/13/18,"Reef Crk, SNF",Research,On site,WYGFD,2018
Unm5,Unk,Yearling,6/13/18,"Ghost Crk, SNF",Research,On site,WYGFD,2018
926,Female,Subadult,6/15/18,"Snake River, GTNP",Research,On site,IGBST/GTNP,2018
927,Male,Adult,6/15/18,"Ghost Crk, SNF",Research,On site,WYGFD,2018
928,Male,Adult,6/16/18,"Sunlight Crk, SNF",Research,On site,WYGFD,2018
928,Male,Adult,6/20/18,"Gravelbar Crk, SNF",Research,On site,WYGFD,2018
929,Male,Subadult,6/18/18,"Wigwam Crk, BDNF",Research,On site,IGBST,2018
930,Female,Adult,6/18/18,"Deadman Crk, SNF",Research,On site,WYGFD,2018
931,Male,Adult,6/19/18,"Wigwam Crk, BDNF",Research,On site,IGBST,2018
G236,Male,Subadult,6/20/18,"Deadman Crk, SNF",Research,On site,WYGFD,2018
932,Male,Adult,6/20/18,"Reef Crk, SNF",Research,On site,WYGFD,2018
786,Female,Adult,6/21/18,"Deadman Crk, Pr-MT",Research,On site,IGBST,2018
Unm6,Male,Adult,6/22/18,"Bull Crk, BLM-WY",Management,Removed (201818),WYGFD,2018
Unm7,Male,Adult,6/22/18,"Foster Gulch, Pr-MT",Management,Removed (201819),WS,2018
933,Female,Adult,6/22/18,"Ghost Crk, SNF",Research,On site,WYGFD,2018
G237,Male,Adult,6/23/18,"Gravelbar Crk, SNF",Research,On site,WYGFD,2018
G196,Male,Adult,6/23/18,"Deadman Crk, SNF",Research,On site,WYGFD,2018
712,Male,Adult,6/26/18,"Beam Gulch, SNF",Research,On site,WYGFD,2018
G238,Male,Adult,6/27/18,"Gravelbar Crk, SNF",Research,On site,WYGFD,2018
384,Female,Adult,6/28/18,"Reef Crk, SNF",Research,On site,WYGFD,2018
934,Male,Adult,7/1/18,"Pilgrim Crk, GTNP",Research,On site,IGBST/GTNP,2018
934,Male,Adult,7/6/18,"Pilgrim Crk, GTNP",Research,On site,IGBST/GTNP,2018
934,Male,Adult,7/9/18,"Pacific Crk, GTNP Henrys Fork, CTNF",Research,On site,IGBST/GTNP,2018
935,Male,Subadult,7/5/18,"Henrys Fork, CTNF",Research,On site,IDFG,2018
G239,Male,Subadult,7/5/18,"Henrys Fork, CTNF",Research,On site,IDFG,2018
936,Male,Subadult,7/3/18,"Wagon Crk, BTNF",Management,Transported,WYGFD,2018
841,Male,Adult,7/8/18,"Crow Crk, CTNF",Management,Removed (201820),WYGFD,2018
899,Female,Adult,7/9/18,"Warm River, CTNF",Research,On site,IDFG,2018
937,Male,Subadult,7/11/18,"Mill Crk, CTNF",Management,Transported,IDFG,2018
937,Male,Subadult,7/20/18,"Mill Crk, CTNF",Management,Removed (201823),IDFG,2018
938,Male,Adult,7/13/18,"Jesse Crk, CTNF",Research,On site,WYGFD/WRIR,2018
344,Male,Adult,7/13/18,"Wagon Crk, BTNF",Management,Removed (201821),WYGFD,2018
592,Male,Adult,7/13/18,"Mosquito Lake, BTNF",Management,Removed (201822),WYGFD,2018
Unm8,Unk,Yearling,7/13/18,"Wagon Crk, BTNF",Management,On site,WYGFD,2018
G240,Male,Subadult,7/16/18,"South Fork Fish Crk, BTNF",Management,On site,WYGFD,2018
939,Male,Adult,7/19/18,"Bull Lake Crk, WRIR",Research,On site,WYGFD,2018
940,Male,Adult,7/21/18,"East Dry Crk, CTNF",Management,Transported,IDFG,2018
941,Male,Adult,7/25/18,"Bob Crk, WRIR",Research,On site,WYGFD/WRIR,2018
G241,Male,Subadult,7/24/18,"Wagonfeur Crk, Pr-WY",Management,Transported,WYGFD,2018
G242,Female,Yearling,7/24/18,"Gypsum Crk, BTNF",Management,Transported,WYGFD,2018
G243,Male,Yearling,7/25/18,"Gypsum Crk, BTNF",Management,Transported,WYGFD,2018
G244,Female,Yearling,7/25/18,"Gypsum Crk, BTNF",Management,Transported,WYGFD,2018
439,Female,Adult,7/25/18,"Gypsum Crk, BTNF",Management,Removed (201825),WYGFD,2018
942,Female,Adult,7/29/18,"East Dry Crk, CTNF",Research,On site,IDFG,2018
G245,Male,Subadult,7/31/18,"Jesse Crk, CTNF",Research,On site,IDFG,2018
Unm9,Male,Adult,8/1/18,"Gypsum Crk, BTNF",Management,Removed (201827),WYGFD,2018
G246,Female,Subadult,8/2/18,"Henrys Fork, CTNF",Research,On site,IDFG,2018
723,Male,Adult,8/5/18,"Gypsum Crk, BTNF",Management,Removed (201828),WYGFD,2018
808,Male,Adult,8/4/18,"Paint Crk, Pr-WY",Management,Removed (201829),WYGFD,2018
906,Female,Adult,8/6/18,"Henrys Fork, CTNF",Research,On site,IDFG,2018
G247,Male,Subadult,8/7/18,"Wagon Crk, BTNF",Management,Transported,WYGFD,2018
943,Male,Yearling,8/8/18,"Henrys Fork, CTNF",Research,Transport,IDFG,2018
943,Male,Yearling,8/14/18,"Henrys Fork, Pr-ID",Management,Removed (201827),IDFG,2018
859,Male,Subadult,8/8/18,"Wagon Crk, BTNF",Management,Transported,WYGFD,2018
859,Male,Subadult,9/6/18,"Fish Crk, BTNF",Management,Removed (201840),WYGFD,2018
872,Male,Adult,8/11/18,"Blind Crk, CTNF",Research,On site,IDFG,2018
Unm10,Unk,Adult,8/11/18,"Freezeout Crk, BDNF",Management,Removed (201831),WS,2018
913,Female,Adult,8/13/18,"Bear Crk, CTNF",Research,On site,IDFG,2018
740,Male,Adult,8/13/18,"Wa on Crk, BTNF",Management,Removed (201832),WYGFD,2018
Unm11,Female,Adult,8/9/18,"JK Crk, WRIR",Management,Removed (201833),WRIR,2018
944,Male,Subadult,8/17/18,"South Fork Shoshone, Pr-WY",Management,Transported,WYGFD,2018
945,Male,Adult,8/18/18,"Tosi Crk, Pr-WY",Management,Transported,WYGFD,2018
946,Male,Subadult,8/19/18,"Middle Soda Crk, BTNF",Research,On site,WYGFD,2018
946,Male,Adult,9/10/18,"Te ee Crk, BTNF",Management,Transported,WYGFD,2018
947,Female,Adult,8/23/18,"Crow Crk, CTNF",Management,Transported,WYGFD,2018
948,Female,Adult,8/24/18,"Buffalo Crk, YNP",Research,On site,IGBST,2018
949,Female,Subadult,8/25/18,"Henrys Fork, CTNF",Research,On site,IDFG,2018
860,Male,Adult,8/30/18,"Reader Crk, Pr-MT",Management,Removed (201835),WS/MTFWP,2018
738,Male,Adult,9/4/18,"North Fork Shoshone, Pr-WY",Management,Removed (201838),WYGFD,2018
Unm12,Male,Adult,9/4/18,"South Fork Shoshone, Pr-WY",Management,Removed (201839),WYGFD,2018
771,Female,Adult,9/6/18,"Paint Crk, Pr-WY",Management,Transported,WYGFD,2018
771,Female,Adult,10/25/18,"Shoshone River, Pr-WY",Management,Removed (201867),WYGFD,2018
G248,Male,Cub,9/6/18,"Paint Crk, Pr-WY",Management,Transported,WYGFD,2018
G248,Male,Cub,10/25/18,"Shoshone River, Pr-WY",Management,Removed (201868),WYGFD,2018
G249,Female,Cub,9/6/18,"Paint Crk, Pr-WY",Management,Transported,WYGFD,2018
G249,Female,Cub,10/25/18,"Shoshone River, Pr-WY",Management,Removed (201869),WYGFD,2018
Unm13,Female,Cub,9/6/18,"Paint Crk, Pr-WY",Management,Mortality (201841),WYGFD,2018
950,Female,Subadult,9/7/18,"Slab Crk, Pr-WY",Management,Transported,WYGFD,2018
951,Male,Subadult,9/12/18,"South Fork owl Crk, STWY",Management,Transported,WYGFD,2018
Unm14,Female,Adult,9/16/18,"Soda Fork, BTNF",Management,Removed (201843),WYGFD,2018
Unm15,Male,Yearling,9/16/18,"Soda Fork, BTNF",Management,Removed (201844),WYGFD,2018
480,Male,Adult,9/20/18,"Antelope Crk, YNP",Research,On site,IGBST,2018
480,Male,Adult,10/4/18,"Cascade Crk, YNP",Research,On site,IGBST,2018
813,Male,Adult,9/20/18,"Stephens Crk, YNP",Research,On site,IGBST,2018
Unm11,Unk,Adult,8/11/18,"Freezeout Crk, BDNF",Management,Removed (201831),WS,2018
567,Female,Adult,8/13/18,"Bear Crk, CTNF",Research,On site,IDFG,2018
791,Male,Adult,9/22/18,"Flat Mountain Crk, YNP",Research,On site,IGBST,2018
952,Female,Adult,9/22/18,"Stephens Crk, YNP",Research,On site,IGBST,2018
887,Male,Adult,9/22/18,"Stephens Crk, YNP",Research,On site,IGBST,2018
651,Male,Adult,9/25/18,"Corral Crk, SNF",Management,Removed (201849),WYGFD,2018
953,Male,Adult,9/29/18,"Flat Mountain Crk, YNP",Research,On site,IGBST,2018
954,Female,Subadult,9/29/18,"South Fork Shoshone, Pr-WY",Management,Transported,WYGFD,2018
954,Female,Subadult,10/16/18,"South Fork Shoshone, Pr-WY",Management,Transported,WYGFD,2018
Unm18,Male,Subadult,9/30/18,"Clarks Fork River, Pr-WY",Management,Removed (201851),WYGFD,2018
955,Female,Subadult,9/30/18,"Yellowstone River, Pr-MT",Management,Transported,MTFWP,2018
955,Female,Subadult,10/16/18,"Yellowstone River, Pr-MT",Management,Removed (201864),MTFWP,2018
589,Male,Adult,10/1/18,"Arnica Crk, YNP",Research,On site,IGBST,2018
589,Male,Adult,10/10/18,"Arnica Crk, YNP",Research,On site,IGBST,2018
688,Male,Adult,10/2/18,"Arnica Crk, YNP",Research,On site,IGBST,2018
Unm19,Male,Subadult,10/02./18,"Clarks Fork River, Pr-WY",Management,Removed (201853),WYGFD,2018
Unm20,Female,Adult,10/3/18,"Whit Crk, Pr-WY",Management,Removed (201856),WYGFD,2018
Unm21,Male,Yearling,10/3/18,"Whit Crk, Pr-WY",Management,Removed (201857),WYGFD,2018
Unm22,Male,Yearling,10/3/18,"Whit Crk, Pr-WY",Management,Removed (201858),WYGFD,2018
Unm23,Female,Yearling,10/4/18,"Yellowstone River, Pr-MT",Management,Removed (201862),MTFWP,2018
394,Male,Adult,10/5/18,"Cascade Crk, YNP",Research,On site,IGBST,2018
Unm24,Male,Adult,10/7/18,"Flat Mountain Crk, YNP",Research,On site,IGBST,2018
956,Female,Adult,10/7/18,"Hunter Crk, Pr-WY",Management,Transported,WYGFD,2018
896,Female,Adult,10/15/18,"Green River, BTNF",Management,Transported,WYGFD,2018
G250,Male,Subadult,10/16/18,"Green River, BTNF",Management,Transported,WYGFD,2018
957,Female,Adult,10/16/18,"Elbow Crk, Pr-MT",Management,Transported,MTFWP,2018
734,Female,Adult,10/16/18,"South Fork Shoshone, Pr-WY",Management,On site,WYGFD,2018
6065,Female,Adult,10/19/18,"Corral Crk, SNF",Management,Removed (201865),WYGFD,2018
G251,Female,Yearling,10/20/18,"Corral Crk, SNF",Management,On site,WYGFD,2018
Unm1,Male,Subadult,3/24/17,"Greybull River, Pr-WY",Management,Removed (201701),WYGFD,2017
877,Male,Subadult,4/12/17,"Dell Crk, Pr-WY",Management,Removed (201702),WYGFD,2017
